metric,mean,topic,agent_type,ideology,topic2,Agent Type,model
HDD-2,0.9600513668103522,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-3,0.5699602122015915,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
HDD-3,0.97619657241349,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-4,0.6614199598124582,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
HDD-4,0.9836209044010286,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-5,0.7283491204330176,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
HDD-5,0.9879001278147064,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-1,0.19915392124959322,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
HDD-1,0.8513745625835096,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-2,0.5307262569832403,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
HDD-2,0.9739463549705071,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-3,0.7185529372718221,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
HDD-3,0.9888412771107788,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-4,0.821656050955414,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
HDD-4,0.99455832337723,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-5,0.8824923806298679,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
HDD-5,0.9969742938133939,Gun Control,persona,liberal,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-1,0.10145429362880887,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-1,0.7693122821045789,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-2,0.24877536738978306,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-2,0.9138557993384543,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-3,0.34476661951909476,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-3,0.9400091265387165,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-4,0.412794853466762,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-4,0.9511573530820262,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-5,0.4671242774566474,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-5,0.9586050115613988,LGBT Adoption Rights,default,conservative,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-1,0.06851604278074866,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-1,0.7497342880170471,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-2,0.1839972991222147,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-2,0.8965318482492362,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-3,0.26330150068212826,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-3,0.9199875392257763,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-4,0.32563749138525155,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-4,0.9307180950093602,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-5,0.3788300835654596,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
HDD-5,0.9385028027394648,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,claude-sonnet
TTR-1,0.16095331374469474,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-1,0.8202886013228141,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
TTR-2,0.45961094625783055,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-2,0.9568165011892346,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
TTR-3,0.621045621045621,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-3,0.9726563187038925,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
TTR-4,0.7026572485704675,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-4,0.9789630685400568,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
TTR-5,0.7533129459734964,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-5,0.9823960910676619,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
TTR-1,0.10340314136125654,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-1,0.7791772015744923,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
TTR-2,0.3053536021150033,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-2,0.9371745164328605,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
TTR-3,0.44192256341789055,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-3,0.9629418200159093,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
TTR-4,0.5360755225893459,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-4,0.9736178943985049,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
TTR-5,0.6055858310626703,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
HDD-5,0.9797509304277147,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,claude-sonnet
