uid,duration,age,gender,educ,commit,choice,clean_choice,focus_chosen
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/2},Zero Shot,0
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/2},Zero Shot,0
R_3K7c7M8XRwMsIsV,7.85,35 to 44,Female,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eqx9ksXMnPDZyl,2.933333333333333,45 to 54,Male,2-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6qdEOuARg0jnLc7,5.0,35 to 44,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_7ILuWfhrPIkWKQh,8.333333333333334,55 to 64,Male,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/2},Zero Shot,0
R_3gNMqlOuhJT9tpn,4.816666666666666,35 to 44,Male,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6po3xVrIm8fbonl,7.05,25 to 34,Male,4-year college degree,"Yes, I will",${lm://Field/2},Zero Shot,0
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/2},Zero Shot,0
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/2},Zero Shot,0
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/2},Zero Shot,0
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/2},Zero Shot,0
R_6O3BtuFwjPputxv,5.983333333333333,25 to 34,Female,High school graduate,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/2},Zero Shot,0
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_6eze0sSxdUpXwSY,8.533333333333333,25 to 34,Female,4-year college degree,"Yes, I will",${lm://Field/2},Zero Shot,0
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/2},Zero Shot,0
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/2},Zero Shot,0
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/2},Zero Shot,0
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/2},Zero Shot,0
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/2},Zero Shot,0
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/2},Zero Shot,0
R_1xWRJO5uchgfSq5,10.5,65 or over,Female,"Some college, but no degree (yet)","Yes, I will",${lm://Field/1},"Simulated Focus Group
(Moderated Ensemble)",1
